customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,rfm_composite,rfm_segment,cluster
107,3,63,19809.24,5,5,5,5-5-5,30,Champions,0
108,29,39,12394.64,5,5,5,5-5-5,30,Champions,0
109,53,34,9691.16,5,5,5,5-5-5,30,Champions,0
110,11,48,15027.46,5,5,5,5-5-5,30,Champions,0
111,30,30,5801.67,5,5,5,5-5-5,30,Champions,0
112,64,18,9448.83,5,5,5,5-5-5,30,Champions,0
113,164,18,4701.15,3,5,5,3-5-5,24,Loyal Customers,0
114,4,34,10715.94,5,5,5,5-5-5,30,Champions,0
115,44,43,12166.85,5,5,5,5-5-5,30,Champions,0
116,38,39,17723.76,5,5,5,5-5-5,30,Champions,0
117,73,21,6530.29,4,5,5,4-5-5,27,Champions,0
118,27,61,22577.12,5,5,5,5-5-5,30,Champions,0
119,56,19,3566.32,5,5,5,5-5-5,30,Champions,0
120,1,38,13875.37,5,5,5,5-5-5,30,Champions,0
121,39,34,8590.89,5,5,5,5-5-5,30,Champions,0
122,30,64,19764.74,5,5,5,5-5-5,30,Champions,0
123,36,25,6827.74,5,5,5,5-5-5,30,Champions,0
124,30,14,5942.71,5,4,5,5-4-5,28,Champions,0
125,37,46,14265.46,5,5,5,5-5-5,30,Champions,0
126,13,47,12553.76,5,5,5,5-5-5,30,Champions,0
127,9,45,11782.5,5,5,5,5-5-5,30,Champions,0
128,26,31,13388.52,5,5,5,5-5-5,30,Champions,0
129,28,42,12227.85,5,5,5,5-5-5,30,Champions,0
130,25,38,13537.04,5,5,5,5-5-5,30,Champions,0
131,16,41,12482.26,5,5,5,5-5-5,30,Champions,0
132,30,34,12314.82,5,5,5,5-5-5,30,Champions,0
133,30,35,16181.59,5,5,5,5-5-5,30,Champions,0
134,63,3,858.96,5,2,3,5-2-3,22,Recent Customers,0
135,46,26,9797.85,5,5,5,5-5-5,30,Champions,0
136,36,39,14788.86,5,5,5,5-5-5,30,Champions,0
137,47,32,7941.4,5,5,5,5-5-5,30,Champions,0
138,11,34,11787.9,5,5,5,5-5-5,30,Champions,0
139,33,14,8248.68,5,4,5,5-4-5,28,Champions,0
140,143,1,1076.62,4,1,3,4-1-3,17,Recent Customers,1
141,11,48,13821.71,5,5,5,5-5-5,30,Champions,0
142,43,19,4383.61,5,5,5,5-5-5,30,Champions,0
143,1,50,11710.97,5,5,5,5-5-5,30,Champions,0
144,10,55,14081.08,5,5,5,5-5-5,30,Champions,0
145,90,16,7638.51,4,4,5,4-4-5,25,Champions,0
146,23,38,11908.36,5,5,5,5-5-5,30,Champions,0
147,97,32,6350.57,4,5,5,4-5-5,27,Champions,0
148,37,30,11372.05,5,5,5,5-5-5,30,Champions,0
149,10,54,18424.63,5,5,5,5-5-5,30,Champions,0
150,42,24,6203.22,5,5,5,5-5-5,30,Champions,0
151,33,47,19994.91,5,5,5,5-5-5,30,Champions,0
152,42,24,5749.08,5,5,5,5-5-5,30,Champions,0
153,8,46,14221.62,5,5,5,5-5-5,30,Champions,0
154,46,53,19808.58,5,5,5,5-5-5,30,Champions,0
155,29,45,17696.56,5,5,5,5-5-5,30,Champions,0
156,32,22,4824.26,5,5,5,5-5-5,30,Champions,0
157,7,36,11599.81,5,5,5,5-5-5,30,Champions,0
158,44,44,14238.36,5,5,5,5-5-5,30,Champions,0
159,30,25,7492.47,5,5,5,5-5-5,30,Champions,0
160,8,33,9104.28,5,5,5,5-5-5,30,Champions,0
161,44,23,4968.69,5,5,5,5-5-5,30,Champions,0
162,5,36,11145.73,5,5,5,5-5-5,30,Champions,0
163,18,37,8966.82,5,5,5,5-5-5,30,Champions,0
164,5,63,27086.97,5,5,5,5-5-5,30,Champions,0
165,26,33,8950.5,5,5,5,5-5-5,30,Champions,0
166,42,40,15487.0,5,5,5,5-5-5,30,Champions,0
167,41,57,11552.25,5,5,5,5-5-5,30,Champions,0
168,59,45,10985.99,5,5,5,5-5-5,30,Champions,0
169,19,10,3187.65,5,4,5,5-4-5,28,Champions,0
170,10,33,8597.72,5,5,5,5-5-5,30,Champions,0
171,5,51,17355.23,5,5,5,5-5-5,30,Champions,0
172,9,40,11440.7,5,5,5,5-5-5,30,Champions,0
173,26,35,10537.79,5,5,5,5-5-5,30,Champions,0
174,36,31,8755.39,5,5,5,5-5-5,30,Champions,0
175,15,39,12746.98,5,5,5,5-5-5,30,Champions,0
176,73,8,1434.24,4,3,4,4-3-4,22,Loyal Customers,0
177,24,48,14986.77,5,5,5,5-5-5,30,Champions,0
178,50,43,10798.21,5,5,5,5-5-5,30,Champions,0
179,57,20,8244.99,5,5,5,5-5-5,30,Champions,0
180,11,51,20215.14,5,5,5,5-5-5,30,Champions,0
181,38,40,11591.78,5,5,5,5-5-5,30,Champions,0
182,22,32,8888.79,5,5,5,5-5-5,30,Champions,0
183,83,27,6618.8,4,5,5,4-5-5,27,Champions,0
184,30,48,16024.95,5,5,5,5-5-5,30,Champions,0
185,20,81,19246.14,5,5,5,5-5-5,30,Champions,0
186,78,1,115.82,4,1,1,4-1-1,15,Recent Customers,1
187,14,39,10182.67,5,5,5,5-5-5,30,Champions,0
188,19,35,12493.57,5,5,5,5-5-5,30,Champions,0
189,20,23,6902.49,5,5,5,5-5-5,30,Champions,0
190,22,61,16084.89,5,5,5,5-5-5,30,Champions,0
191,13,21,5838.59,5,5,5,5-5-5,30,Champions,0
192,16,16,4781.72,5,4,5,5-4-5,28,Champions,0
193,6,35,13564.76,5,5,5,5-5-5,30,Champions,0
194,33,41,14726.28,5,5,5,5-5-5,30,Champions,0
195,59,9,2269.31,5,3,4,5-3-4,25,Loyal Customers,0
196,79,15,4638.81,4,4,5,4-4-5,25,Champions,0
197,49,38,12935.77,5,5,5,5-5-5,30,Champions,0
198,53,40,9925.35,5,5,5,5-5-5,30,Champions,0
199,33,46,13357.84,5,5,5,5-5-5,30,Champions,0
200,3,27,6487.07,5,5,5,5-5-5,30,Champions,0
201,37,44,7557.91,5,5,5,5-5-5,30,Champions,0
202,36,20,4718.79,5,5,5,5-5-5,30,Champions,0
203,23,15,5469.97,5,4,5,5-4-5,28,Champions,0
204,34,56,23072.97,5,5,5,5-5-5,30,Champions,0
205,15,32,8900.9,5,5,5,5-5-5,30,Champions,0
206,29,21,6968.32,5,5,5,5-5-5,30,Champions,0
207,2,32,9906.6,5,5,5,5-5-5,30,Champions,0
208,3,37,9366.34,5,5,5,5-5-5,30,Champions,0
209,14,17,4981.46,5,4,5,5-4-5,28,Champions,0
210,79,16,3850.37,4,4,5,4-4-5,25,Champions,0
211,12,33,13115.63,5,5,5,5-5-5,30,Champions,0
212,11,70,25461.6,5,5,5,5-5-5,30,Champions,0
213,9,52,20326.82,5,5,5,5-5-5,30,Champions,0
214,20,35,12355.47,5,5,5,5-5-5,30,Champions,0
215,32,25,9404.25,5,5,5,5-5-5,30,Champions,0
216,66,31,10487.05,5,5,5,5-5-5,30,Champions,0
217,40,41,9574.85,5,5,5,5-5-5,30,Champions,0
218,24,44,12832.38,5,5,5,5-5-5,30,Champions,0
219,15,17,5217.3,5,4,5,5-4-5,28,Champions,0
220,16,21,8458.52,5,5,5,5-5-5,30,Champions,0
221,46,48,13673.38,5,5,5,5-5-5,30,Champions,0
222,36,30,7490.2,5,5,5,5-5-5,30,Champions,0
223,56,39,10115.01,5,5,5,5-5-5,30,Champions,0
224,9,40,12429.41,5,5,5,5-5-5,30,Champions,0
225,25,32,9572.31,5,5,5,5-5-5,30,Champions,0
226,1,45,17400.44,5,5,5,5-5-5,30,Champions,0
227,25,33,9314.61,5,5,5,5-5-5,30,Champions,0
228,8,42,12939.06,5,5,5,5-5-5,30,Champions,0
229,16,32,9504.63,5,5,5,5-5-5,30,Champions,0
230,13,48,10785.31,5,5,5,5-5-5,30,Champions,0
231,111,9,1246.06,4,3,4,4-3-4,22,Loyal Customers,0
232,5,21,8105.52,5,5,5,5-5-5,30,Champions,0
233,24,38,15284.53,5,5,5,5-5-5,30,Champions,0
234,39,38,15289.55,5,5,5,5-5-5,30,Champions,0
235,24,47,10579.38,5,5,5,5-5-5,30,Champions,0
236,9,41,10257.74,5,5,5,5-5-5,30,Champions,0
237,27,24,14463.53,5,5,5,5-5-5,30,Champions,0
238,57,34,11143.97,5,5,5,5-5-5,30,Champions,0
239,203,11,5694.42,3,4,5,3-4-5,22,Loyal Customers,0
240,25,16,5331.06,5,4,5,5-4-5,28,Champions,0
241,4,43,17120.72,5,5,5,5-5-5,30,Champions,0
242,35,26,8339.55,5,5,5,5-5-5,30,Champions,0
243,37,24,5068.16,5,5,5,5-5-5,30,Champions,0
244,44,32,5715.6,5,5,5,5-5-5,30,Champions,0
245,23,48,10762.15,5,5,5,5-5-5,30,Champions,0
246,19,40,12144.71,5,5,5,5-5-5,30,Champions,0
247,22,44,12793.39,5,5,5,5-5-5,30,Champions,0
248,21,19,5730.58,5,5,5,5-5-5,30,Champions,0
249,20,53,14845.26,5,5,5,5-5-5,30,Champions,0
250,3,22,7362.28,5,5,5,5-5-5,30,Champions,0
251,101,21,3213.68,4,5,5,4-5-5,27,Champions,0
252,45,22,4234.9,5,5,5,5-5-5,30,Champions,0
253,32,20,2425.09,5,5,4,5-5-4,29,Champions,0
254,7,17,3237.1,5,4,5,5-4-5,28,Champions,0
255,35,27,5519.97,5,5,5,5-5-5,30,Champions,0
256,123,24,5186.56,4,5,5,4-5-5,27,Champions,0
257,97,19,4532.38,4,5,5,4-5-5,27,Champions,0
258,93,14,2037.25,4,4,4,4-4-4,24,Champions,0
259,70,13,3391.26,4,4,5,4-4-5,25,Champions,0
260,142,8,1040.55,4,3,3,4-3-3,21,Loyal Customers,0
261,174,11,1542.53,3,4,4,3-4-4,21,Loyal Customers,0
262,400,1,203.33,2,1,2,2-1-2,10,Hibernating,1
263,207,16,3505.33,3,4,5,3-4-5,22,Loyal Customers,0
264,28,30,7272.37,5,5,5,5-5-5,30,Champions,0
265,186,20,3560.28,3,5,5,3-5-5,24,Loyal Customers,0
266,114,12,1829.3,4,4,4,4-4-4,24,Champions,0
267,109,24,4136.15,4,5,5,4-5-5,27,Champions,0
268,66,18,3086.81,5,5,5,5-5-5,30,Champions,0
269,35,9,1202.4,5,3,4,5-3-4,25,Loyal Customers,0
270,70,15,1636.65,4,4,4,4-4-4,24,Champions,0
271,65,18,2599.36,5,5,4,5-5-4,29,Champions,0
272,85,6,347.1,4,3,2,4-3-2,20,Promising,0
273,122,14,3043.27,4,4,5,4-4-5,25,Champions,0
274,119,13,897.11,4,4,3,4-4-3,23,Loyal Customers,0
275,106,13,3382.07,4,4,5,4-4-5,25,Champions,0
276,49,29,7277.18,5,5,5,5-5-5,30,Champions,0
277,47,28,4920.79,5,5,5,5-5-5,30,Champions,0
278,145,20,3065.38,4,5,5,4-5-5,27,Champions,0
279,107,13,2816.14,4,4,4,4-4-4,24,Champions,0
280,25,39,6227.07,5,5,5,5-5-5,30,Champions,0
281,85,17,2940.44,4,4,4,4-4-4,24,Champions,0
282,53,20,3721.21,5,5,5,5-5-5,30,Champions,0
283,151,19,2540.38,3,5,4,3-5-4,23,Loyal Customers,0
284,121,13,1885.96,4,4,4,4-4-4,24,Champions,0
285,55,22,3264.38,5,5,5,5-5-5,30,Champions,0
286,115,23,3987.25,4,5,5,4-5-5,27,Champions,0
287,213,12,2601.67,3,4,4,3-4-4,21,Loyal Customers,0
288,115,10,1159.37,4,4,4,4-4-4,24,Champions,0
289,90,26,5367.06,4,5,5,4-5-5,27,Champions,0
290,60,22,3750.25,5,5,5,5-5-5,30,Champions,0
291,60,19,2876.0,5,5,4,5-5-4,29,Champions,0
292,43,33,5027.29,5,5,5,5-5-5,30,Champions,0
293,138,23,4808.65,4,5,5,4-5-5,27,Champions,0
294,37,9,1136.93,5,3,4,5-3-4,25,Loyal Customers,0
295,193,11,1532.71,3,4,4,3-4-4,21,Loyal Customers,0
296,99,26,4243.72,4,5,5,4-5-5,27,Champions,0
297,125,17,2685.94,4,4,4,4-4-4,24,Champions,0
298,253,3,458.57,3,2,3,3-2-3,16,Promising,1
299,49,21,4217.51,5,5,5,5-5-5,30,Champions,0
300,149,22,3546.26,3,5,5,3-5-5,24,Loyal Customers,0
301,110,14,3013.01,4,4,5,4-4-5,25,Champions,0
302,192,12,2534.02,3,4,4,3-4-4,21,Loyal Customers,0
303,67,14,2968.5,5,4,5,5-4-5,28,Champions,0
304,46,20,6015.74,5,5,5,5-5-5,30,Champions,0
305,110,20,1848.77,4,5,4,4-5-4,26,Champions,0
306,101,13,3168.33,4,4,5,4-4-5,25,Champions,0
307,146,28,3536.77,3,5,5,3-5-5,24,Loyal Customers,0
308,144,26,3570.0,4,5,5,4-5-5,27,Champions,0
309,90,18,2822.84,4,5,4,4-5-4,26,Champions,0
310,87,19,2774.7,4,5,4,4-5-4,26,Champions,0
311,83,25,4933.42,4,5,5,4-5-5,27,Champions,0
312,53,23,4844.49,5,5,5,5-5-5,30,Champions,0
313,389,1,20.74,2,1,1,2-1-1,9,Hibernating,1
314,37,29,5235.98,5,5,5,5-5-5,30,Champions,0
315,91,42,8539.27,4,5,5,4-5-5,27,Champions,0
316,39,13,2397.19,5,4,4,5-4-4,27,Champions,0
317,169,5,1355.94,3,2,4,3-2-4,17,Promising,0
318,61,9,2055.35,5,3,4,5-3-4,25,Loyal Customers,0
319,78,20,3057.43,4,5,5,4-5-5,27,Champions,0
320,58,27,6729.45,5,5,5,5-5-5,30,Champions,0
321,117,19,2182.0,4,5,4,4-5-4,26,Champions,0
322,40,10,2378.46,5,4,4,5-4-4,27,Champions,0
323,125,5,365.82,4,2,2,4-2-2,18,Recent Customers,1
324,62,3,340.25,5,2,2,5-2-2,21,Recent Customers,1
325,91,17,1547.72,4,4,4,4-4-4,24,Champions,0
326,56,27,4238.43,5,5,5,5-5-5,30,Champions,0
327,160,14,2037.96,3,4,4,3-4-4,21,Loyal Customers,0
328,117,21,2807.14,4,5,4,4-5-4,26,Champions,0
329,202,13,1783.73,3,4,4,3-4-4,21,Loyal Customers,0
330,130,13,995.89,4,4,3,4-4-3,23,Loyal Customers,0
331,54,21,3213.79,5,5,5,5-5-5,30,Champions,0
332,55,24,4116.07,5,5,5,5-5-5,30,Champions,0
333,36,23,3228.11,5,5,5,5-5-5,30,Champions,0
334,184,6,758.06,3,3,3,3-3-3,18,Loyal Customers,0
335,137,5,638.35,4,3,3,4-3-3,21,Loyal Customers,0
336,84,18,2939.78,4,5,4,4-5-4,26,Champions,0
337,118,16,3819.31,4,4,5,4-4-5,25,Champions,0
338,165,8,1305.15,3,3,4,3-3-4,19,Loyal Customers,0
339,102,23,4623.99,4,5,5,4-5-5,27,Champions,0
340,93,17,2904.08,4,4,4,4-4-4,24,Champions,0
341,110,17,3245.12,4,4,5,4-4-5,25,Champions,0
342,8,32,5615.01,5,5,5,5-5-5,30,Champions,0
343,95,3,490.48,4,2,3,4-2-3,19,Recent Customers,1
344,117,34,6220.49,4,5,5,4-5-5,27,Champions,0
345,51,18,4611.92,5,5,5,5-5-5,30,Champions,0
346,266,2,80.46,3,1,1,3-1-1,12,Hibernating,1
347,47,25,3392.28,5,5,5,5-5-5,30,Champions,0
348,72,27,2941.02,4,5,4,4-5-4,26,Champions,0
349,42,27,3797.03,5,5,5,5-5-5,30,Champions,0
350,73,18,3706.66,4,5,5,4-5-5,27,Champions,0
351,51,31,6414.03,5,5,5,5-5-5,30,Champions,0
352,226,10,2017.13,3,4,4,3-4-4,21,Loyal Customers,0
353,168,8,781.96,3,3,3,3-3-3,18,Loyal Customers,0
354,78,15,3013.37,4,4,5,4-4-5,25,Champions,0
355,179,19,3178.74,3,5,5,3-5-5,24,Loyal Customers,0
356,79,15,953.69,4,4,3,4-4-3,23,Loyal Customers,0
357,109,15,3557.62,4,4,5,4-4-5,25,Champions,0
358,177,24,2901.59,3,5,4,3-5-4,23,Loyal Customers,0
359,115,18,3869.3,4,5,5,4-5-5,27,Champions,0
360,77,23,2329.29,4,5,4,4-5-4,26,Champions,0
361,75,21,3222.85,4,5,5,4-5-5,27,Champions,0
362,104,15,2832.29,4,4,4,4-4-4,24,Champions,0
363,102,16,2965.35,4,4,5,4-4-5,25,Champions,0
364,147,18,2137.44,3,5,4,3-5-4,23,Loyal Customers,0
365,38,14,1298.44,5,4,4,5-4-4,27,Champions,0
366,88,18,2879.28,4,5,4,4-5-4,26,Champions,0
367,97,27,6415.24,4,5,5,4-5-5,27,Champions,0
368,79,4,244.04,4,2,2,4-2-2,18,Recent Customers,1
369,118,23,3061.66,4,5,5,4-5-5,27,Champions,0
370,87,23,2822.93,4,5,4,4-5-4,26,Champions,0
371,145,10,994.26,4,4,3,4-4-3,23,Loyal Customers,0
372,107,24,5562.58,4,5,5,4-5-5,27,Champions,0
373,171,21,4405.51,3,5,5,3-5-5,24,Loyal Customers,0
374,63,16,1372.12,5,4,4,5-4-4,27,Champions,0
375,163,17,3810.57,3,4,5,3-4-5,22,Loyal Customers,0
376,16,14,1608.6,5,4,4,5-4-4,27,Champions,0
377,133,14,1884.75,4,4,4,4-4-4,24,Champions,0
378,93,16,2092.91,4,4,4,4-4-4,24,Champions,0
379,149,4,671.19,3,2,3,3-2-3,16,Promising,0
380,43,21,3982.55,5,5,5,5-5-5,30,Champions,0
381,256,17,2624.71,3,4,4,3-4-4,21,Loyal Customers,0
382,66,21,3163.66,5,5,5,5-5-5,30,Champions,0
383,130,16,1664.98,4,4,4,4-4-4,24,Champions,0
384,66,19,4203.96,5,5,5,5-5-5,30,Champions,0
385,44,22,3008.98,5,5,5,5-5-5,30,Champions,0
386,154,11,3547.75,3,4,5,3-4-5,22,Loyal Customers,0
387,131,24,4260.42,4,5,5,4-5-5,27,Champions,0
388,72,9,1263.37,4,3,4,4-3-4,22,Loyal Customers,0
389,135,7,1273.04,4,3,4,4-3-4,22,Loyal Customers,0
390,38,28,3611.06,5,5,5,5-5-5,30,Champions,0
391,203,8,1029.05,3,3,3,3-3-3,18,Loyal Customers,0
392,104,28,5228.82,4,5,5,4-5-5,27,Champions,0
393,78,22,4983.46,4,5,5,4-5-5,27,Champions,0
394,143,20,3628.08,4,5,5,4-5-5,27,Champions,0
395,120,25,5696.2,4,5,5,4-5-5,27,Champions,0
396,133,7,1685.15,4,3,4,4-3-4,22,Loyal Customers,0
397,168,16,2337.82,3,4,4,3-4-4,21,Loyal Customers,0
398,83,8,1209.83,4,3,4,4-3-4,22,Loyal Customers,0
399,94,14,2874.39,4,4,4,4-4-4,24,Champions,0
400,165,19,3584.94,3,5,5,3-5-5,24,Loyal Customers,0
401,57,20,4835.85,5,5,5,5-5-5,30,Champions,0
402,74,23,5006.92,4,5,5,4-5-5,27,Champions,0
403,140,16,2939.54,4,4,4,4-4-4,24,Champions,0
404,59,30,6844.49,5,5,5,5-5-5,30,Champions,0
405,109,8,1126.73,4,3,4,4-3-4,22,Loyal Customers,0
406,35,34,6408.42,5,5,5,5-5-5,30,Champions,0
407,252,4,511.66,3,2,3,3-2-3,16,Promising,1
408,77,4,649.23,4,2,3,4-2-3,19,Recent Customers,0
409,61,23,4130.65,5,5,5,5-5-5,30,Champions,0
410,84,5,1100.28,4,3,4,4-3-4,22,Loyal Customers,0
411,175,11,1532.32,3,4,4,3-4-4,21,Loyal Customers,0
412,155,16,1703.25,3,4,4,3-4-4,21,Loyal Customers,0
413,506,1,239.66,2,1,2,2-1-2,10,Hibernating,1
414,47,31,4345.42,5,5,5,5-5-5,30,Champions,0
415,89,25,3652.21,4,5,5,4-5-5,27,Champions,0
416,34,27,3595.27,5,5,5,5-5-5,30,Champions,0
417,51,12,2001.26,5,4,4,5-4-4,27,Champions,0
418,57,31,6087.36,5,5,5,5-5-5,30,Champions,0
419,40,21,4946.66,5,5,5,5-5-5,30,Champions,0
420,95,26,3333.8,4,5,5,4-5-5,27,Champions,0
421,119,20,3600.29,4,5,5,4-5-5,27,Champions,0
422,11,15,4415.15,5,4,5,5-4-5,28,Champions,0
423,72,25,3433.06,4,5,5,4-5-5,27,Champions,0
424,64,24,5376.31,5,5,5,5-5-5,30,Champions,0
425,304,18,2175.68,3,5,4,3-5-4,23,Loyal Customers,0
426,75,24,2245.23,4,5,4,4-5-4,26,Champions,0
427,80,18,3502.48,4,5,5,4-5-5,27,Champions,0
428,85,16,3455.64,4,4,5,4-4-5,25,Champions,0
429,54,22,3219.16,5,5,5,5-5-5,30,Champions,0
430,16,27,5446.23,5,5,5,5-5-5,30,Champions,0
431,59,33,9248.86,5,5,5,5-5-5,30,Champions,0
432,37,16,4403.92,5,4,5,5-4-5,28,Champions,0
433,143,22,3644.45,4,5,5,4-5-5,27,Champions,0
434,58,17,4241.86,5,4,5,5-4-5,28,Champions,0
435,27,27,4450.47,5,5,5,5-5-5,30,Champions,0
436,128,2,208.79,4,1,2,4-1-2,16,Recent Customers,1
437,41,20,1687.9,5,5,4,5-5-4,29,Champions,0
438,86,16,4669.49,4,4,5,4-4-5,25,Champions,0
439,128,26,4408.32,4,5,5,4-5-5,27,Champions,0
440,67,21,4704.02,5,5,5,5-5-5,30,Champions,0
441,88,19,3368.86,4,5,5,4-5-5,27,Champions,0
