order_id,customer_id,order_date,quantity,unit_price,total_amount,product_category,country,true_segment
22916,1347,2022-01-25,1,47.95,47.95,Sports,Brazil,At Risk
25102,1663,2022-01-25,2,21.77,43.54,Beauty,Canada,Hibernating
25421,1791,2022-01-25,2,36.8,73.6,Home & Garden,USA,Hibernating
24898,1614,2022-01-25,2,38.17,76.34,Sports,USA,At Risk
25980,2006,2022-01-26,2,21.23,42.46,Beauty,Germany,Hibernating
26005,2015,2022-01-26,1,90.15,90.15,Electronics,Canada,Hibernating
22642,1312,2022-01-26,1,19.74,19.74,Beauty,France,At Risk
24493,1559,2022-01-26,2,49.85,99.7,Sports,USA,At Risk
25554,1841,2022-01-27,3,32.49,97.47,Clothing,Germany,Hibernating
25195,1698,2022-01-27,2,136.03,272.06,Electronics,India,Hibernating
25637,1870,2022-01-27,2,13.25,26.5,Food,Canada,Hibernating
25253,1721,2022-01-28,2,42.54,85.08,Home & Garden,France,Hibernating
22574,1303,2022-01-28,1,20.48,20.48,Beauty,USA,At Risk
23575,1438,2022-01-28,1,114.88,114.88,Electronics,USA,At Risk
25587,1853,2022-01-28,3,33.96,101.88,Home & Garden,France,Hibernating
22774,1327,2022-01-28,1,39.78,39.78,Sports,UK,At Risk
23936,1489,2022-01-28,3,14.63,43.89,Books,UK,At Risk
25538,1836,2022-01-29,3,16.34,49.02,Beauty,USA,Hibernating
21742,1205,2022-01-29,4,36.21,144.84,Clothing,France,At Risk
26074,2043,2022-01-29,2,32.01,64.02,Clothing,USA,Hibernating
23409,1412,2022-01-29,1,171.45,171.45,Electronics,Australia,At Risk
22248,1263,2022-01-29,1,125.8,125.8,Electronics,USA,At Risk
24319,1535,2022-01-30,2,35.43,70.86,Clothing,India,At Risk
21510,1178,2022-01-30,1,24.07,24.07,Toys,Canada,At Risk
25204,1701,2022-01-30,4,32.43,129.72,Home & Garden,USA,Hibernating
25379,1777,2022-01-30,3,37.78,113.34,Sports,USA,Hibernating
26247,2118,2022-01-30,2,12.24,24.48,Food,USA,Hibernating
25734,1905,2022-01-30,4,22.46,89.84,Sports,India,Hibernating
25008,1627,2022-01-31,1,10.82,10.82,Books,USA,Hibernating
25015,1629,2022-01-31,2,42.08,84.16,Home & Garden,USA,Hibernating
21146,1128,2022-01-31,1,38.5,38.5,Sports,Germany,At Risk
22857,1339,2022-01-31,1,12.2,12.2,Books,USA,At Risk
24057,1504,2022-01-31,3,14.31,42.93,Books,Germany,At Risk
26130,2068,2022-01-31,1,17.25,17.25,Toys,UK,Hibernating
26051,2033,2022-01-31,4,19.33,77.32,Clothing,UK,Hibernating
22401,1280,2022-02-01,2,190.59,381.18,Electronics,USA,At Risk
25766,1917,2022-02-01,2,109.11,218.22,Electronics,UK,Hibernating
23111,1370,2022-02-01,2,44.62,89.24,Home & Garden,USA,At Risk
21639,1194,2022-02-01,5,40.5,202.5,Home & Garden,USA,At Risk
22855,1339,2022-02-02,2,25.19,50.38,Beauty,Germany,At Risk
25040,1639,2022-02-02,1,15.03,15.03,Toys,Canada,Hibernating
25564,1845,2022-02-02,2,23.69,47.38,Clothing,Germany,Hibernating
24444,1554,2022-02-02,3,197.68,593.04,Electronics,India,At Risk
25832,1945,2022-02-02,2,20.35,40.7,Clothing,UK,Hibernating
25655,1877,2022-02-02,4,13.99,55.96,Beauty,USA,Hibernating
26249,2120,2022-02-03,1,23.99,23.99,Clothing,Canada,Hibernating
22763,1326,2022-02-03,5,150.15,750.75,Electronics,Germany,At Risk
25135,1676,2022-02-03,1,90.11,90.11,Electronics,UK,Hibernating
22912,1347,2022-02-03,2,12.14,24.28,Books,UK,At Risk
25644,1873,2022-02-03,5,131.63,658.15,Electronics,Australia,Hibernating
26052,2034,2022-02-03,1,22.72,22.72,Clothing,Australia,Hibernating
25417,1790,2022-02-03,4,38.82,155.28,Home & Garden,USA,Hibernating
25277,1733,2022-02-03,4,24.94,99.76,Clothing,Canada,Hibernating
25393,1782,2022-02-03,1,28.68,28.68,Sports,UK,Hibernating
25527,1833,2022-02-04,1,32.54,32.54,Sports,Canada,Hibernating
25419,1791,2022-02-04,3,107.09,321.27,Electronics,USA,Hibernating
23468,1419,2022-02-04,3,168.88,506.64,Electronics,UK,At Risk
25511,1828,2022-02-04,1,80.79,80.79,Electronics,USA,Hibernating
23847,1476,2022-02-04,1,62.01,62.01,Home & Garden,France,At Risk
24719,1590,2022-02-05,1,27.45,27.45,Clothing,Germany,At Risk
25744,1908,2022-02-05,1,11.46,11.46,Toys,USA,Hibernating
25740,1907,2022-02-05,2,134.44,268.88,Electronics,Canada,Hibernating
25737,1906,2022-02-05,1,137.44,137.44,Electronics,France,Hibernating
26012,2018,2022-02-05,2,126.26,252.52,Electronics,UK,Hibernating
22411,1281,2022-02-05,1,13.09,13.09,Food,USA,At Risk
26015,2019,2022-02-05,1,125.97,125.97,Electronics,Canada,Hibernating
25641,1872,2022-02-05,4,28.26,113.04,Clothing,France,Hibernating
25647,1875,2022-02-05,3,37.0,111.0,Home & Garden,USA,Hibernating
23736,1458,2022-02-06,1,26.85,26.85,Beauty,USA,At Risk
24022,1500,2022-02-06,2,20.21,40.42,Beauty,USA,At Risk
21990,1234,2022-02-06,1,177.88,177.88,Electronics,UK,At Risk
26155,2079,2022-02-06,1,24.32,24.32,Sports,USA,Hibernating
23509,1426,2022-02-06,1,38.18,38.18,Clothing,UK,At Risk
26047,2033,2022-02-06,3,10.11,30.33,Food,France,Hibernating
23040,1363,2022-02-06,2,26.61,53.22,Beauty,France,At Risk
22608,1308,2022-02-06,2,160.54,321.08,Electronics,India,At Risk
22504,1294,2022-02-06,2,41.76,83.52,Sports,USA,At Risk
25621,1865,2022-02-07,1,33.06,33.06,Home & Garden,France,Hibernating
25171,1689,2022-02-07,1,27.97,27.97,Clothing,Australia,Hibernating
25220,1707,2022-02-07,1,19.26,19.26,Beauty,France,Hibernating
23594,1441,2022-02-07,3,53.57,160.71,Sports,France,At Risk
24977,1623,2022-02-07,3,33.49,100.47,Clothing,Australia,At Risk
24906,1615,2022-02-08,1,58.41,58.41,Home & Garden,USA,At Risk
25067,1650,2022-02-08,2,135.09,270.18,Electronics,Canada,Hibernating
25831,1944,2022-02-08,2,22.22,44.44,Beauty,UK,Hibernating
25879,1963,2022-02-08,2,138.85,277.7,Electronics,UK,Hibernating
24356,1541,2022-02-09,1,35.87,35.87,Clothing,USA,At Risk
21166,1132,2022-02-09,3,19.03,57.09,Beauty,UK,At Risk
26026,2025,2022-02-09,2,16.72,33.44,Beauty,USA,Hibernating
24147,1515,2022-02-09,1,29.98,29.98,Clothing,Canada,At Risk
25823,1940,2022-02-09,1,18.86,18.86,Beauty,Germany,Hibernating
25170,1688,2022-02-09,5,84.31,421.55,Electronics,Germany,Hibernating
25757,1913,2022-02-10,1,16.62,16.62,Toys,France,Hibernating
25518,1830,2022-02-10,1,34.06,34.06,Sports,Australia,Hibernating
21673,1199,2022-02-10,2,35.51,71.02,Clothing,Canada,At Risk
25877,1963,2022-02-10,1,38.46,38.46,Home & Garden,UK,Hibernating
25664,1879,2022-02-10,2,27.66,55.32,Sports,Germany,Hibernating
25278,1733,2022-02-11,3,12.73,38.19,Beauty,USA,Hibernating
25336,1760,2022-02-11,2,45.18,90.36,Home & Garden,Germany,Hibernating
23914,1485,2022-02-11,1,141.44,141.44,Electronics,USA,At Risk
25267,1729,2022-02-11,2,25.66,51.32,Clothing,USA,Hibernating
24313,1534,2022-02-11,1,39.53,39.53,Home & Garden,UK,At Risk
23505,1425,2022-02-11,3,45.92,137.76,Home & Garden,USA,At Risk
25118,1668,2022-02-11,3,92.47,277.41,Electronics,Canada,Hibernating
25134,1676,2022-02-11,2,28.61,57.22,Home & Garden,Germany,Hibernating
23968,1493,2022-02-12,5,13.24,66.2,Books,USA,At Risk
24419,1550,2022-02-12,2,26.99,53.98,Beauty,USA,At Risk
21947,1228,2022-02-12,1,16.93,16.93,Food,USA,At Risk
21312,1151,2022-02-12,1,24.39,24.39,Beauty,USA,At Risk
24180,1519,2022-02-12,1,10.71,10.71,Books,USA,At Risk
23429,1415,2022-02-12,4,30.57,122.28,Beauty,Canada,At Risk
25262,1727,2022-02-13,3,18.49,55.47,Beauty,India,Hibernating
24321,1535,2022-02-13,1,51.52,51.52,Home & Garden,USA,At Risk
25024,1633,2022-02-13,1,31.12,31.12,Home & Garden,Germany,Hibernating
25097,1662,2022-02-13,1,27.48,27.48,Clothing,Canada,Hibernating
26147,2074,2022-02-13,1,27.19,27.19,Clothing,Germany,Hibernating
22682,1317,2022-02-13,1,14.0,14.0,Books,Australia,At Risk
16109,669,2022-02-13,3,302.79,908.37,Electronics,India,Loyal
25104,1664,2022-02-13,1,19.98,19.98,Clothing,USA,Hibernating
24936,1618,2022-02-14,1,53.58,53.58,Home & Garden,Germany,At Risk
21627,1192,2022-02-14,1,26.39,26.39,Beauty,Australia,At Risk
25853,1952,2022-02-14,2,138.41,276.82,Electronics,Australia,Hibernating
21150,1129,2022-02-14,2,17.35,34.7,Food,USA,At Risk
25145,1680,2022-02-14,1,9.32,9.32,Books,Australia,Hibernating
25678,1883,2022-02-14,3,10.33,30.99,Books,Germany,Hibernating
21685,1200,2022-02-14,1,171.26,171.26,Electronics,USA,At Risk
22003,1235,2022-02-14,1,22.1,22.1,Beauty,France,At Risk
23021,1361,2022-02-15,2,32.98,65.96,Clothing,USA,At Risk
25662,1879,2022-02-15,1,8.24,8.24,Books,Australia,Hibernating
25283,1735,2022-02-15,2,14.89,29.78,Toys,USA,Hibernating
25528,1833,2022-02-15,1,18.53,18.53,Toys,USA,Hibernating
21518,1179,2022-02-15,1,37.48,37.48,Home & Garden,USA,At Risk
25932,1987,2022-02-15,2,18.52,37.04,Beauty,UK,Hibernating
25590,1854,2022-02-15,1,81.57,81.57,Electronics,France,Hibernating
24569,1569,2022-02-16,2,27.72,55.44,Beauty,USA,At Risk
26226,2111,2022-02-16,1,43.15,43.15,Home & Garden,USA,Hibernating
25654,1877,2022-02-16,1,22.05,22.05,Clothing,Brazil,Hibernating
25132,1675,2022-02-16,2,13.06,26.12,Beauty,UK,Hibernating
23631,1446,2022-02-16,3,38.68,116.04,Home & Garden,France,At Risk
25252,1720,2022-02-17,1,23.14,23.14,Clothing,India,Hibernating
26191,2094,2022-02-17,2,22.88,45.76,Beauty,UK,Hibernating
24063,1505,2022-02-17,1,188.06,188.06,Electronics,France,At Risk
26203,2098,2022-02-17,1,8.62,8.62,Food,USA,Hibernating
24460,1555,2022-02-18,2,19.0,38.0,Beauty,USA,At Risk
24172,1518,2022-02-18,1,17.48,17.48,Beauty,Germany,At Risk
25508,1827,2022-02-18,1,14.12,14.12,Food,USA,Hibernating
25022,1633,2022-02-18,1,133.86,133.86,Electronics,USA,Hibernating
23740,1458,2022-02-18,1,13.15,13.15,Books,France,At Risk
25813,1935,2022-02-18,1,17.79,17.79,Beauty,Germany,Hibernating
26049,2033,2022-02-18,2,15.36,30.72,Beauty,USA,Hibernating
22442,1286,2022-02-19,1,14.37,14.37,Books,Brazil,At Risk
25591,1854,2022-02-19,1,16.94,16.94,Beauty,Brazil,Hibernating
22958,1353,2022-02-19,4,30.42,121.68,Clothing,Australia,At Risk
25339,1761,2022-02-19,1,13.72,13.72,Toys,USA,Hibernating
22612,1308,2022-02-19,1,13.95,13.95,Food,Canada,At Risk
25645,1874,2022-02-19,2,18.79,37.58,Beauty,UK,Hibernating
25222,1708,2022-02-20,2,95.6,191.2,Electronics,Brazil,Hibernating
25343,1764,2022-02-20,1,15.97,15.97,Beauty,India,Hibernating
25608,1860,2022-02-20,5,18.38,91.9,Beauty,USA,Hibernating
25414,1789,2022-02-20,3,11.37,34.11,Food,USA,Hibernating
22146,1250,2022-02-20,1,26.3,26.3,Beauty,USA,At Risk
21178,1133,2022-02-21,1,38.72,38.72,Home & Garden,France,At Risk
23995,1497,2022-02-21,1,149.35,149.35,Electronics,France,At Risk
23886,1481,2022-02-21,1,30.23,30.23,Clothing,USA,At Risk
23913,1485,2022-02-22,2,46.48,92.96,Home & Garden,Brazil,At Risk
26176,2087,2022-02-22,2,11.38,22.76,Food,France,Hibernating
22113,1247,2022-02-22,4,16.29,65.16,Food,France,At Risk
25690,1888,2022-02-22,1,34.8,34.8,Home & Garden,Germany,Hibernating
25364,1771,2022-02-22,3,18.22,54.66,Toys,Brazil,Hibernating
25230,1710,2022-02-22,1,18.76,18.76,Toys,Canada,Hibernating
21857,1217,2022-02-22,1,16.83,16.83,Toys,France,At Risk
25948,1993,2022-02-22,2,114.8,229.6,Electronics,UK,Hibernating
24918,1616,2022-02-23,1,42.22,42.22,Sports,France,At Risk
25265,1728,2022-02-23,3,101.73,305.19,Electronics,Australia,Hibernating
23209,1386,2022-02-23,4,31.3,125.2,Beauty,UK,At Risk
22005,1235,2022-02-23,1,18.61,18.61,Beauty,USA,At Risk
25126,1672,2022-02-23,4,29.24,116.96,Home & Garden,Germany,Hibernating
25476,1814,2022-02-23,1,11.44,11.44,Food,Brazil,Hibernating
24734,1591,2022-02-24,1,151.18,151.18,Electronics,USA,At Risk
23182,1381,2022-02-24,3,44.06,132.18,Home & Garden,USA,At Risk
25409,1787,2022-02-24,2,125.25,250.5,Electronics,USA,Hibernating
21842,1215,2022-02-24,2,32.17,64.34,Clothing,USA,At Risk
22039,1238,2022-02-24,1,25.88,25.88,Clothing,USA,At Risk
23551,1434,2022-02-24,4,11.38,45.52,Food,USA,At Risk
21861,1217,2022-02-25,1,21.98,21.98,Beauty,USA,At Risk
25652,1876,2022-02-25,1,11.54,11.54,Books,UK,Hibernating
26024,2023,2022-02-25,3,21.34,64.02,Beauty,Germany,Hibernating
26020,2021,2022-02-25,1,115.44,115.44,Electronics,India,Hibernating
25375,1775,2022-02-25,4,117.72,470.88,Electronics,UK,Hibernating
23905,1484,2022-02-25,2,170.2,340.4,Electronics,USA,At Risk
25142,1679,2022-02-25,1,29.61,29.61,Home & Garden,USA,Hibernating
25268,1730,2022-02-26,3,84.49,253.47,Electronics,USA,Hibernating
26113,2059,2022-02-26,3,116.6,349.8,Electronics,India,Hibernating
24700,1587,2022-02-26,1,52.27,52.27,Sports,USA,At Risk
25140,1678,2022-02-26,1,28.54,28.54,Clothing,UK,Hibernating
25160,1685,2022-02-26,1,32.43,32.43,Clothing,UK,Hibernating
24793,1599,2022-02-26,3,36.22,108.66,Home & Garden,India,At Risk
23920,1487,2022-02-26,3,115.55,346.65,Electronics,USA,At Risk
25217,1706,2022-02-26,1,109.38,109.38,Electronics,UK,Hibernating
25352,1767,2022-02-26,2,8.95,17.9,Food,Brazil,Hibernating
25951,1994,2022-02-27,3,14.71,44.13,Beauty,Germany,Hibernating
25366,1772,2022-02-27,2,31.15,62.3,Sports,India,Hibernating
26069,2041,2022-02-27,1,11.86,11.86,Toys,Canada,Hibernating
22009,1235,2022-02-27,1,8.92,8.92,Books,UK,At Risk
26229,2111,2022-02-27,1,125.62,125.62,Electronics,UK,Hibernating
22653,1314,2022-02-27,1,151.29,151.29,Electronics,India,At Risk
25436,1799,2022-02-28,1,19.76,19.76,Clothing,USA,Hibernating
23590,1440,2022-02-28,1,28.12,28.12,Beauty,UK,At Risk
25399,1784,2022-02-28,1,30.39,30.39,Sports,USA,Hibernating
23749,1460,2022-02-28,1,49.6,49.6,Home & Garden,USA,At Risk
26154,2078,2022-02-28,3,34.55,103.65,Home & Garden,Canada,Hibernating
25755,1912,2022-02-28,2,8.97,17.94,Books,USA,Hibernating
25989,2010,2022-02-28,1,133.58,133.58,Electronics,USA,Hibernating
23950,1490,2022-02-28,1,108.03,108.03,Electronics,USA,At Risk
24536,1565,2022-02-28,3,34.31,102.93,Clothing,USA,At Risk
23728,1456,2022-02-28,5,17.17,85.85,Toys,Brazil,At Risk
23452,1417,2022-02-28,1,40.35,40.35,Clothing,UK,At Risk
25706,1895,2022-02-28,2,9.11,18.22,Books,USA,Hibernating
22984,1356,2022-03-01,4,10.65,42.6,Books,Australia,At Risk
25785,1922,2022-03-01,4,32.66,130.64,Home & Garden,UK,Hibernating
23811,1470,2022-03-01,1,57.48,57.48,Home & Garden,Brazil,At Risk
25821,1939,2022-03-01,1,28.07,28.07,Sports,Canada,Hibernating
22735,1323,2022-03-01,2,187.17,374.34,Electronics,Germany,At Risk
25462,1809,2022-03-02,2,40.13,80.26,Sports,USA,Hibernating
25887,1967,2022-03-02,1,44.9,44.9,Home & Garden,France,Hibernating
21943,1228,2022-03-02,5,146.84,734.2,Electronics,India,At Risk
23004,1359,2022-03-02,2,58.2,116.4,Home & Garden,UK,At Risk
22917,1347,2022-03-02,1,13.8,13.8,Books,UK,At Risk
25806,1932,2022-03-02,1,12.78,12.78,Food,USA,Hibernating
26157,2080,2022-03-03,2,37.67,75.34,Sports,Germany,Hibernating
21503,1177,2022-03-03,2,39.45,78.9,Home & Garden,Australia,At Risk
26164,2083,2022-03-03,1,108.64,108.64,Electronics,UK,Hibernating
25640,1871,2022-03-03,1,28.05,28.05,Home & Garden,USA,Hibernating
26209,2102,2022-03-03,4,24.1,96.4,Clothing,India,Hibernating
25478,1815,2022-03-03,1,25.17,25.17,Home & Garden,USA,Hibernating
24216,1523,2022-03-03,1,12.06,12.06,Food,Canada,At Risk
25236,1712,2022-03-03,1,143.12,143.12,Electronics,Australia,Hibernating
25344,1764,2022-03-03,2,44.34,88.68,Home & Garden,USA,Hibernating
22161,1251,2022-03-03,2,45.8,91.6,Clothing,Germany,At Risk
24453,1554,2022-03-04,4,23.15,92.6,Beauty,France,At Risk
25990,2011,2022-03-04,4,14.67,58.68,Beauty,Germany,Hibernating
21237,1140,2022-03-04,2,18.57,37.14,Beauty,Germany,At Risk
23201,1385,2022-03-04,3,18.51,55.53,Beauty,UK,At Risk
25284,1735,2022-03-04,1,27.01,27.01,Clothing,France,Hibernating
24973,1623,2022-03-04,1,53.03,53.03,Home & Garden,UK,At Risk
25009,1627,2022-03-04,5,28.96,144.8,Sports,UK,Hibernating
25360,1770,2022-03-04,1,43.22,43.22,Home & Garden,France,Hibernating
21567,1184,2022-03-04,2,14.3,28.6,Food,Germany,At Risk
26187,2093,2022-03-04,3,18.16,54.48,Beauty,Canada,Hibernating
25244,1717,2022-03-05,3,26.44,79.32,Clothing,USA,Hibernating
21242,1141,2022-03-05,5,57.4,287.0,Home & Garden,USA,At Risk
23272,1396,2022-03-05,2,108.49,216.98,Electronics,France,At Risk
26104,2055,2022-03-05,1,141.72,141.72,Electronics,Brazil,Hibernating
23644,1448,2022-03-05,4,12.63,50.52,Food,France,At Risk
25396,1783,2022-03-05,5,14.02,70.1,Toys,Australia,Hibernating
24649,1579,2022-03-05,3,134.48,403.44,Electronics,Australia,At Risk
25188,1696,2022-03-05,1,14.88,14.88,Toys,USA,Hibernating
24425,1551,2022-03-06,2,39.03,78.06,Clothing,Germany,At Risk
26169,2084,2022-03-06,1,35.97,35.97,Sports,USA,Hibernating
22681,1317,2022-03-06,1,41.34,41.34,Home & Garden,Canada,At Risk
25443,1801,2022-03-06,1,13.77,13.77,Food,UK,Hibernating
25884,1966,2022-03-06,1,20.67,20.67,Beauty,Germany,Hibernating
21370,1159,2022-03-07,1,44.09,44.09,Clothing,USA,At Risk
22754,1325,2022-03-07,1,14.05,14.05,Books,USA,At Risk
25868,1958,2022-03-07,1,118.19,118.19,Electronics,UK,Hibernating
25682,1885,2022-03-07,1,13.81,13.81,Food,USA,Hibernating
24726,1591,2022-03-07,1,14.55,14.55,Books,USA,At Risk
24873,1610,2022-03-07,1,30.7,30.7,Clothing,Canada,At Risk
22830,1336,2022-03-07,2,34.08,68.16,Clothing,USA,At Risk
25764,1916,2022-03-07,1,26.15,26.15,Home & Garden,Australia,Hibernating
21951,1229,2022-03-08,2,28.46,56.92,Beauty,USA,At Risk
26122,2063,2022-03-08,1,93.64,93.64,Electronics,Australia,Hibernating
22126,1248,2022-03-08,1,9.91,9.91,Books,Germany,At Risk
21425,1167,2022-03-08,1,151.86,151.86,Electronics,UK,At Risk
24655,1580,2022-03-08,1,29.08,29.08,Clothing,Germany,At Risk
25545,1838,2022-03-08,3,13.24,39.72,Food,USA,Hibernating
21169,1132,2022-03-08,1,18.41,18.41,Food,Canada,At Risk
21782,1209,2022-03-08,2,13.48,26.96,Books,USA,At Risk
25769,1918,2022-03-08,1,38.92,38.92,Sports,USA,Hibernating
26236,2115,2022-03-08,1,17.74,17.74,Beauty,Canada,Hibernating
25365,1772,2022-03-09,1,30.69,30.69,Home & Garden,USA,Hibernating
25947,1992,2022-03-09,1,19.32,19.32,Clothing,Germany,Hibernating
23536,1431,2022-03-09,2,12.11,24.22,Books,Germany,At Risk
25391,1781,2022-03-09,5,34.51,172.55,Clothing,Brazil,Hibernating
26222,2109,2022-03-09,1,32.79,32.79,Clothing,UK,Hibernating
16944,716,2022-03-10,3,20.23,60.69,Books,Canada,Loyal
23233,1390,2022-03-10,1,48.81,48.81,Home & Garden,USA,At Risk
23844,1475,2022-03-10,1,46.13,46.13,Clothing,Germany,At Risk
25509,1827,2022-03-10,1,19.04,19.04,Beauty,France,Hibernating
25705,1895,2022-03-11,1,136.12,136.12,Electronics,Australia,Hibernating
22188,1254,2022-03-11,4,129.91,519.64,Electronics,USA,At Risk
25446,1802,2022-03-11,4,25.73,102.92,Clothing,USA,Hibernating
25127,1672,2022-03-11,1,29.02,29.02,Sports,France,Hibernating
